measurement_id,run_id,run_kind,ts,seed_run_id,family,arch,type,total_params,active_params,finetune,repo,gguf_file,quant,effective_bpw,chat_template,kv_quant,flash_attn,ctx,n_parallel,batch,ubatch,spec_decode,sampling_profile,think_mode,host,gpu,vram_total,backend,llamacpp_build,driver,bench,case_id,metric,metric_value,unit,n,spread,status,scope,sampling_hash,engine_version
14f6508e,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:52.65,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,e2e-8k,,tok_s,54.393331890651176,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9bdbd520,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:30:11.614,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/n/a,n/a,rose-ninfer0,V100,32768,ninfer,,,instruction_following,,score,92.85714285714286,percent,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
66ddbcbb,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:32:31.287,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,prefix_cache_cold_ms,,score,9525,ms,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
5ad0a82c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:32:31.287,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,prefix_cache_speedup,,score,74.4140625,ratio,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
7ce9fd7c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:32:31.287,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,prefix_cache_warm_ms,,score,128,ms,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9967a7f5,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:00.506,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,json_fail,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6274197f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:29.437,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,json_fail,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
90fa55a9,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:29.437,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,reasoning_correct,12,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
dc90636f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:00.506,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,reasoning_correct,12,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
64682b45,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:29.437,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,reasoning_total,12,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
8382ed6b,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:00.506,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning,,reasoning_total,12,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
82c4e78a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:48:24.149,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,json_fail,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6d8c31c8,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:46:35.589,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,json_fail,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9623fcf0,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:48:24.149,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,reasoning_correct,16,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6adebbe6,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:46:35.589,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,reasoning_correct,16,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
0438af4a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:46:35.589,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,reasoning_total,16,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b01697d4,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:48:24.149,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_expert,,reasoning_total,16,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
a8573b4f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:03.701,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,json_fail,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
e6545611,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:43:21.525,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,json_fail,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
ecb6c6f9,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:03.701,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,reasoning_correct,5,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
d7bd212b,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:43:21.525,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,reasoning_correct,5,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
cfc01275,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:41:03.701,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,reasoning_total,6,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
68947b3f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:43:21.525,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,reasoning_hard,,reasoning_total,6,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4633f1bf,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_long-32k,,score,44.44609886837403,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
21463b61,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_long-32k,,tok_s,44.44609886837403,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
1a7ad0c3,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_prefill-12k,,prefill_tps,776.0690678537703,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
39f3182b,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_prefill-12k,,score,776.0690678537703,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
c78cf222,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_prefill-4k,,prefill_tps,796.8293700458908,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6bb6fdde,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_prefill-4k,,score,796.8293700458908,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
2035899a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_short,,score,81.85053380782918,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
721666d8,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:31:13.786,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,,n/a,rose-ninfer0,V100,32768,ninfer,,,speed_short,,tok_s,81.85053380782918,tok_s,1,,ok,general,,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b95ab692,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:50.417,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/n/a,n/a,rose-ninfer0,V100,32768,ninfer,,,struct_output,,json_fail,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
bfbfd4bd,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 16:29:50.417,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/n/a,n/a,rose-ninfer0,V100,32768,ninfer,,,struct_output,,score,100,percent,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
154bfc79,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:23.587,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_area,1,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
ff96867f,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:50:03.111,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_area,1,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4b09ef00,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:23.587,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_kw,0.7777777777777777,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
980b97b2,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:50:03.111,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_kw,0.8888888888888888,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
33b489da,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:23.587,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_length,1,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
7608ee5c,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:50:03.111,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_length,1,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
2df77d19,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:23.587,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_tags,1,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
82da1553,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:50:03.111,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,summarization,,summ_tags,1,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
025f2b7a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:48:41.482,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,toolcalling,,toolcall_pass,10,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4c65cf94,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:12.478,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,toolcalling,,toolcall_pass,10,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
1cd57f33,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:48:41.482,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,toolcalling,,toolcall_total,10,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b0b18fa5,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:49:12.478,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,toolcalling,,toolcall_total,10,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
dadcc410,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:18.768,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,triage,,halls,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
4a6ae1e2,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,halls,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6793ebe1,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:18.768,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,triage,,json_fail,0,count,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9ce1ddaf,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,json_fail,0,count,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
35238b53,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:18.768,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_C1,0.9444444444444444,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
9cad5e59,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_C1,1,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
74aae0ca,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_C2,0.9444444444444444,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
a52af768,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:18.768,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_C2,1,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
b960680a,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_R1,0,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
6f9ae5c4,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:40:18.768,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/think,think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_R1,0,ratio,1,,ok,template,93f3f5ce,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
e162e599,v100-ninfer-20260825-153331-benchrun,benchrun,2026-08-25 15:34:35.16,,qwen3.8,gated-delta-dense,dense,27,27,instruct,unsloth/Qwen3.8-27B-NVFP4,qwen3_8_27b_nvfp4.ninfer,NVFP4,6.28,builtin,,t,32768,1,,,mtp,qwen3.8/no_think,no_think,rose-ninfer0,V100,32768,ninfer,,,triage,,triage_R2,1,ratio,1,,ok,template,8f2303d0,"ninfer-v100 bceed292 (sm_70, CUDA 12.8)"
